decisao,nota,data,titulo,categorias,palavras,sinais,slug,id,url
redirecionar,-6,2013-03-20,Papa Francisco recebe presidente Dilma Roussef,Notícias,251,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-recebe-presidente-dilma-roussef,1963,https://salvistas.com.br/papa-francisco-recebe-presidente-dilma-roussef/
redirecionar,-6,2013-03-21,51ª Assembleia Geral,Notícias,218,cn,51a-assembleia-geral,1964,https://salvistas.com.br/51a-assembleia-geral/
redirecionar,-6,2013-03-24,Visita do Papa,Notícias,899,cn,visita-do-papa,1967,https://salvistas.com.br/visita-do-papa/
redirecionar,-6,2013-04-06,Presidente da CNBB,Notícias,160,cn,presidente-da-cnbb,1994,https://salvistas.com.br/presidente-da-cnbb/
redirecionar,-6,2013-04-12,Dom Sergio Eduardo Castriani,Notícias,646,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-sergio-eduardo-castriani,1998,https://salvistas.com.br/dom-sergio-eduardo-castriani/
redirecionar,-6,2013-04-24,Primeiros bispos nomeados para o Brasil pelo Papa Francisco,Mundo,729,cn,primeiros-bispos-nomeados-para-o-brasil-pelo-papa-francisco,2021,https://salvistas.com.br/primeiros-bispos-nomeados-para-o-brasil-pelo-papa-francisco/
redirecionar,-6,2013-04-24,Cáritas Brasileira,Notícias,530,cn,caritas-brasileira,2020,https://salvistas.com.br/caritas-brasileira/
redirecionar,-6,2013-04-26,Liturgia em Mutirão,Notícias,509,cn,liturgia-em-mutirao,2023,https://salvistas.com.br/liturgia-em-mutirao/
redirecionar,-6,2013-05-07,Assessores reafirmam compromisso,Notícias,778,cn,assessores-reafirmam-compromisso,2029,https://salvistas.com.br/assessores-reafirmam-compromisso/
redirecionar,-6,2013-05-10,Comissão para a Vida e Família,Notícias,134,cn,comissao-para-a-vida-e-familia,2034,https://salvistas.com.br/comissao-para-a-vida-e-familia/
redirecionar,-6,2013-05-11,Vigília de Jovens Adoradores,Notícias,434,cn,vigilia-de-jovens-adoradores,2035,https://salvistas.com.br/vigilia-de-jovens-adoradores/
redirecionar,-6,2013-05-14,O que Deus exige de nós?,Notícias,690,cn,o-que-deus-exige-de-nos,2036,https://salvistas.com.br/o-que-deus-exige-de-nos/
redirecionar,-6,2013-05-16,Reunião do Consep,Notícias,742,cn,reuniao-do-consep,2038,https://salvistas.com.br/reuniao-do-consep/
redirecionar,-6,2013-05-17,Nota da CNBB sobre a redução da maioridade penal,Notícias,1626,cn,nota-da-cnbb-sobre-a-reducao-da-maioridade-penal,2039,https://salvistas.com.br/nota-da-cnbb-sobre-a-reducao-da-maioridade-penal/
redirecionar,-6,2013-05-21,4º Seminário Social,Notícias,1031,cn,4o-seminario-social,2040,https://salvistas.com.br/4o-seminario-social/
redirecionar,-6,2013-05-28,Estudo 104 é enviado às Dioceses do Brasil,Notícias,322,cn,estudo-104-e-enviado-as-dioceses-do-brasil,2044,https://salvistas.com.br/estudo-104-e-enviado-as-dioceses-do-brasil/
redirecionar,-6,2013-05-31,32ª Assembleia Geral Ordinária,Notícias,456,cn,32a-assembleia-geral-ordinaria,2046,https://salvistas.com.br/32a-assembleia-geral-ordinaria/
redirecionar,-6,2013-06-04,VI Encontro Nacional de Jornalistas,Notícias,256,cn,vi-encontro-nacional-de-jornalistas,2048,https://salvistas.com.br/vi-encontro-nacional-de-jornalistas/
redirecionar,-6,2013-06-05,Comissão da CNBB,Notícias,802,cn,comissao-da-cnbb,2050,https://salvistas.com.br/comissao-da-cnbb/
redirecionar,-6,2013-06-14,Pastoral Universitária,Notícias,315,cn,pastoral-universitaria,2053,https://salvistas.com.br/pastoral-universitaria/
redirecionar,-6,2013-06-17,Instituto para as Obras de Religião,Notícias,386,news\.va|rádio vaticano|radio vaticano,instituto-para-as-obras-de-religiao,2054,https://salvistas.com.br/instituto-para-as-obras-de-religiao/
redirecionar,-6,2013-06-18,Homilia diária do Papa,Notícias,262,news\.va|rádio vaticano|radio vaticano,homilia-diaria-do-papa,2055,https://salvistas.com.br/homilia-diaria-do-papa/
redirecionar,-6,2013-07-01,Curso de Comunicação para Bispos,Notícias,402,cn,curso-de-comunicacao-para-bispos,2063,https://salvistas.com.br/curso-de-comunicacao-para-bispos/
redirecionar,-6,2013-08-26,Papa no Angelus,Mundo,2083,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-no-angelus,2079,https://salvistas.com.br/papa-no-angelus/
redirecionar,-6,2013-08-27,Pensamento de João Paulo II,Notícias,367,cn,pensamento-de-joao-paulo-ii,2080,https://salvistas.com.br/pensamento-de-joao-paulo-ii/
redirecionar,-6,2013-09-06,Papa pede ao G-20,Mundo,534,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-pede-ao-g-20,2086,https://salvistas.com.br/papa-pede-ao-g-20/
redirecionar,-6,2013-09-13,Papa encontra-se com refugiados em Roma,Mundo,638,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-encontra-se-com-refugiados-em-roma,2088,https://salvistas.com.br/papa-encontra-se-com-refugiados-em-roma/
redirecionar,-6,2013-09-24,Prêmios de Comunicação da CNBB,Notícias,1022,cn,premios-de-comunicacao-da-cnbb,2094,https://salvistas.com.br/premios-de-comunicacao-da-cnbb/
redirecionar,-6,2013-10-01,Tem início a Semana Nacional da Vida,Mundo,760,cn,tem-inicio-a-semana-nacional-da-vida,2099,https://salvistas.com.br/tem-inicio-a-semana-nacional-da-vida/
redirecionar,-6,2013-10-07,Papa Francisco em Assis,Mundo,1399,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-em-assis,2101,https://salvistas.com.br/papa-francisco-em-assis/
redirecionar,-6,2013-10-09,Dia do Nascituro encerra Semana Nacional da Vida,Notícias,1106,cn,dia-do-nascituro-encerra-semana-nacional-da-vida,2103,https://salvistas.com.br/dia-do-nascituro-encerra-semana-nacional-da-vida/
redirecionar,-6,2013-10-15,Saudação ao monsenhor Ilson de Jesus Montanari,Mundo,486,cn,saudacao-ao-monsenhor-ilson-de-jesus-montanari,2108,https://salvistas.com.br/saudacao-ao-monsenhor-ilson-de-jesus-montanari/
redirecionar,-6,2013-10-18,Papa recebe presidente do Estado da Palestina,Mundo,308,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-recebe-presidente-do-estado-da-palestina,2109,https://salvistas.com.br/papa-recebe-presidente-do-estado-da-palestina/
redirecionar,-6,2013-10-22,Formação para Compositores,Notícias,451,cn,formacao-para-compositores,2110,https://salvistas.com.br/formacao-para-compositores/
redirecionar,-6,2013-10-31,Papa pede ao Conselho Mundial de Igrejas,Mundo,558,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-pede-ao-conselho-mundial-de-igrejas,2116,https://salvistas.com.br/papa-pede-ao-conselho-mundial-de-igrejas/
redirecionar,-6,2013-12-09,Campanha Mundial de combate à fome,Mundo,1184,cn,campanha-mundial-de-combate-a-fome,2138,https://salvistas.com.br/campanha-mundial-de-combate-a-fome/
redirecionar,-6,2013-12-13,Dia Mundial da Paz,Notícias,671,fonte,dia-mundial-da-paz,2143,https://salvistas.com.br/dia-mundial-da-paz/
redirecionar,-6,2013-12-20,Papa Francisco declara santo padre jesuíta,Notícias,252,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-declara-santo-padre-jesuita,2147,https://salvistas.com.br/papa-francisco-declara-santo-padre-jesuita/
redirecionar,-6,2013-12-26,Papa em sua mensagem de Natal,Mundo,1013,votos cn (papa|bento xvi|card|dom |cnbb|bispo),papa-em-sua-mensagem-de-natal,2149,https://salvistas.com.br/papa-em-sua-mensagem-de-natal/
redirecionar,-6,2014-01-31,Francisco participará do 37º Congresso da Renovação Carismática,Mundo,106,news\.va|rádio vaticano|radio vaticano,francisco-participara-do-37o-congresso-da-renovacao-carismatica,2166,https://salvistas.com.br/francisco-participara-do-37o-congresso-da-renovacao-carismatica/
redirecionar,-6,2014-02-20,Terço dos homens,Artigos,1543,cn,terco-dos-homens,2175,https://salvistas.com.br/terco-dos-homens/
redirecionar,-6,2014-03-04,Campanha da Fraternidade 2014,Notícias,1051,cn,campanha-da-fraternidade-2014,2177,https://salvistas.com.br/campanha-da-fraternidade-2014/
redirecionar,-6,2014-04-10,Papa faz apelo pela paz na Síria,Mundo,428,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-faz-apelo-pela-paz-na-siria,2196,https://salvistas.com.br/papa-faz-apelo-pela-paz-na-siria/
redirecionar,-6,2014-05-26,Dia das Comunicações,Notícias,201,cn,dia-das-comunicacoes,2288,https://salvistas.com.br/dia-das-comunicacoes/
redirecionar,-6,2014-12-18,Cuba e EUA restabelecem relações.,Mundo,248,fonte news\.va|rádio vaticano|radio vaticano,cuba-e-eua-restabelecem-relacoes,2416,https://salvistas.com.br/cuba-e-eua-restabelecem-relacoes/
redirecionar,-6,2015-02-02,Intenções de oração,Mundo,334,fonte news\.va|rádio vaticano|radio vaticano,intencoes-de-oracao,2492,https://salvistas.com.br/intencoes-de-oracao/
redirecionar,-6,2015-07-20,Jubileu da Misericórdia:,Mundo,251,fonte news\.va|rádio vaticano|radio vaticano,jubileu-da-misericordia,2560,https://salvistas.com.br/jubileu-da-misericordia/
redirecionar,-6,2016-02-02,2 de Fevereiro: DIA DA VIDA CONSAGRADA,Artigos,407,fonte zenit|acidigital|gaudium,2-de-fevereiro-dia-da-vida-consagrada,2739,https://salvistas.com.br/2-de-fevereiro-dia-da-vida-consagrada/
redirecionar,-6,2016-04-04,54ª Assembleia Geral da CNBB,Notícias,793,cn,54a-assembleia-geral-da-cnbb,2828,https://salvistas.com.br/54a-assembleia-geral-da-cnbb/
redirecionar,-6,2017-01-07,Texto-base da CF 2017,Notícias,416,cn,texto-base-da-cf-2017,2877,https://salvistas.com.br/texto-base-da-cf-2017/
redirecionar,-6,2017-01-26,21ª Dia Mundial da Vida Consagrada,Mundo,191,fonte,21a-dia-mundial-da-vida-consagrada,2887,https://salvistas.com.br/21a-dia-mundial-da-vida-consagrada/
redirecionar,-6,2017-03-01,Papa Francisco envia mensagem sobre a Campanha da Fraternidade,Notícias,952,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-envia-mensagem-sobre-a-campanha-da-fraternidade,2895,https://salvistas.com.br/papa-francisco-envia-mensagem-sobre-a-campanha-da-fraternidade/
redirecionar,-7,2011-04-04,Bento XVI ensina,Notícias,360,fonte (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-ensina,382,https://salvistas.com.br/bento-xvi-ensina/
redirecionar,-7,2011-06-08,8º Encontro Nacional,Notícias,263,fonte cn,8%c2%ba-encontro-nacional-2,471,https://salvistas.com.br/8%c2%ba-encontro-nacional-2/
redirecionar,-7,2011-08-19,Bento XVI aos jovens,Mundo,16,(papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-aos-jovens,880,https://salvistas.com.br/bento-xvi-aos-jovens/
redirecionar,-7,2011-09-23,Papa na Alemanha,Mundo,424,fonte (papa|bento xvi|card|dom |cnbb|bispo),papa-na-alemanha,1001,https://salvistas.com.br/papa-na-alemanha/
redirecionar,-7,2011-09-27,Papa à Alemanha,Mundo,195,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-a-alemanha,1007,https://salvistas.com.br/papa-a-alemanha/
redirecionar,-7,2012-06-18,"Evangelho Mateus 5,38-42",Salvistas,567,fonte evangelho ,evangelho-mateus-538-42,1144,https://salvistas.com.br/evangelho-mateus-538-42/
redirecionar,-7,2012-06-25,"Evangelho Mateus 7,1-5",Salvistas,519,fonte evangelho ,evangelho-mateus-71-5,1142,https://salvistas.com.br/evangelho-mateus-71-5/
redirecionar,-7,2012-08-27,Papa sobre a fé dos cristãos,Notícias,507,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-sobre-a-fe-dos-cristaos,1491,https://salvistas.com.br/papa-sobre-a-fe-dos-cristaos/
redirecionar,-7,2013-02-11,Bento XVI anuncia sua renúncia como Papa,Notícias,384,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-anuncia-sua-renuncia-como-papa,1931,https://salvistas.com.br/bento-xvi-anuncia-sua-renuncia-como-papa/
redirecionar,-7,2013-04-15,Reforma da Cúria Romana,Mundo,494,cn news\.va|rádio vaticano|radio vaticano audiência,reforma-da-curia-romana,2002,https://salvistas.com.br/reforma-da-curia-romana/
redirecionar,-7,2013-10-14,Papa Francisco consagra o mundo à Virgem Maria,Mundo,629,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-consagra-o-mundo-a-virgem-maria,2107,https://salvistas.com.br/papa-francisco-consagra-o-mundo-a-virgem-maria/
redirecionar,-7,2013-12-10,Vaticano reconhece novo milagre e virtudes heróicas,Mundo,1191,news\.va|rádio vaticano|radio vaticano audiência,vaticano-reconhece-novo-milagre-e-virtudes-heroicas,2139,https://salvistas.com.br/vaticano-reconhece-novo-milagre-e-virtudes-heroicas/
redirecionar,-7,2014-10-28,Evangeli Já,"Notícias, Salvistas",257,fonte cn,evangeli-ja,2371,https://salvistas.com.br/evangeli-ja/
redirecionar,-7,2015-01-23,Papa Francisco envia carta aos participantes do 11º ENPJ,Notícias,789,testemunho fonte cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-envia-carta-aos-participantes-do-11o-enpj,2466,https://salvistas.com.br/papa-francisco-envia-carta-aos-participantes-do-11o-enpj/
redirecionar,-7,2016-04-27,Papa presidirá Vigília de Oração Para enxugar as lágrimas,Mundo,426,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-presidira-vigilia-de-oracao-para-enxugar-as-lagrimas,2846,https://salvistas.com.br/papa-presidira-vigilia-de-oracao-para-enxugar-as-lagrimas/
redirecionar,-8,2011-01-13,Dom Murilo Krieger,Salvistas,388,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-murilo-krieger,372,https://salvistas.com.br/dom-murilo-krieger/
redirecionar,-8,2011-07-06,Papa Bento XVI nomeia bispos,Notícias,279,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-nomeia-bispos,529,https://salvistas.com.br/papa-bento-xvi-nomeia-bispos/
redirecionar,-8,2012-08-28,Dom Helder Câmara,Notícias,376,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-helder-camara,1534,https://salvistas.com.br/dom-helder-camara/
redirecionar,-8,2012-09-14,Papa Bento XVI chega ao Líbano,Notícias,378,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-chega-ao-libano,1663,https://salvistas.com.br/papa-bento-xvi-chega-ao-libano/
redirecionar,-8,2012-09-18,Dom Raymundo Damasceno,Notícias,964,votos cn (papa|bento xvi|card|dom |cnbb|bispo),dom-raymundo-damasceno,1666,https://salvistas.com.br/dom-raymundo-damasceno/
redirecionar,-8,2012-09-28,Dom Leonardo Ulrich Steiner concede entrevista,Notícias,511,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-leonardo-ulrich-steiner-concede-entrevista,1704,https://salvistas.com.br/dom-leonardo-ulrich-steiner-concede-entrevista/
redirecionar,-8,2012-10-11,Indulgência Plenária,Mundo,388,profiss[ãa]o fonte zenit|acidigital|gaudium,indulgencia-plenaria,1734,https://salvistas.com.br/indulgencia-plenaria/
redirecionar,-8,2012-12-12,Papa aceita a renúncia de dom Luiz Soares Vieira,Notícias,215,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),papa-aceita-a-renuncia-de-dom-luiz-soares-vieira,1850,https://salvistas.com.br/papa-aceita-a-renuncia-de-dom-luiz-soares-vieira/
redirecionar,-8,2012-12-19,CNBB e a ação pastoral com a juventude,Notícias,333,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-e-a-acao-pastoral-com-a-juventude,1853,https://salvistas.com.br/cnbb-e-a-acao-pastoral-com-a-juventude/
redirecionar,-8,2013-05-27,CNBB promove coleta nacional,Notícias,894,testemunho cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-promove-coleta-nacional,2043,https://salvistas.com.br/cnbb-promove-coleta-nacional/
redirecionar,-8,2013-06-19,Assembleias Regionais,Notícias,603,cn audiência,assembleias-regionais,2056,https://salvistas.com.br/assembleias-regionais/
redirecionar,-8,2013-06-21,Dom Damasceno fala da visita do Papa à Aparecida,Notícias,132,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-damasceno-fala-da-visita-do-papa-a-aparecida,2057,https://salvistas.com.br/dom-damasceno-fala-da-visita-do-papa-a-aparecida/
redirecionar,-8,2013-06-25,CNBB cria ação de Boas vindas ao Papa Francisco,Notícias,498,testemunho cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-cria-acao-de-boas-vindas-ao-papa-francisco,2060,https://salvistas.com.br/cnbb-cria-acao-de-boas-vindas-ao-papa-francisco/
redirecionar,-8,2013-08-05,CNBB divulga nota,Salvistas,388,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-divulga-nota,2073,https://salvistas.com.br/cnbb-divulga-nota/
redirecionar,-8,2013-09-04,CNBB e entidades,Salvistas,457,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-e-entidades,2084,https://salvistas.com.br/cnbb-e-entidades/
redirecionar,-8,2013-09-05,Vigília pela paz no Dia de Oração e Jejum,Mundo,410,cn news\.va|rádio vaticano|radio vaticano,vigilia-pela-paz-no-dia-de-oracao-e-jejum,2085,https://salvistas.com.br/vigilia-pela-paz-no-dia-de-oracao-e-jejum/
redirecionar,-8,2013-09-20,Cardeal Rylko,Mundo,759,testemunho cn (papa|bento xvi|card|dom |cnbb|bispo),cardeal-rylko,2092,https://salvistas.com.br/cardeal-rylko/
redirecionar,-8,2013-10-14,CNBB celebra 61 anos de missão,Salvistas,1183,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-celebra-61-anos-de-missao,2106,https://salvistas.com.br/cnbb-celebra-61-anos-de-missao/
redirecionar,-8,2013-11-13,Cáritas Internacional,Mundo,400,cn news\.va|rádio vaticano|radio vaticano,caritas-internacional,2124,https://salvistas.com.br/caritas-internacional/
redirecionar,-8,2013-11-27,CNBB lança coletânea,Salvistas,429,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-lanca-coletanea,2132,https://salvistas.com.br/cnbb-lanca-coletanea/
redirecionar,-8,2014-02-25,Vaticano,Mundo,684,cn news\.va|rádio vaticano|radio vaticano,vaticano,2174,https://salvistas.com.br/vaticano/
redirecionar,-8,2014-04-08,CNBB convida jovens para missão na Amazônia,Salvistas,712,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-convida-jovens-para-missao-na-amazonia,2194,https://salvistas.com.br/cnbb-convida-jovens-para-missao-na-amazonia/
redirecionar,-8,2015-02-24,São Gregório de Narek,Mundo,470,fonte news\.va|rádio vaticano|radio vaticano audiência,sao-gregorio-de-narek,2499,https://salvistas.com.br/sao-gregorio-de-narek/
redirecionar,-8,2016-01-04,Dez santos cujo exemplo nos ajudarão a viver o Ano da Misericórdia,Artigos,1089,testemunho zenit|acidigital|gaudium,dez-santos-cujo-exemplo-nos-ajudarao-a-viver-o-ano-da-misericordia,2615,https://salvistas.com.br/dez-santos-cujo-exemplo-nos-ajudarao-a-viver-o-ano-da-misericordia/
redirecionar,-8,2017-01-07,Intenções do Papa para os 12 meses de 2017,Mundo,457,testemunho zenit|acidigital|gaudium intenç[õo]es do (santo padre|papa),intencoes-do-papa-para-os-12-meses-de-2017,2880,https://salvistas.com.br/intencoes-do-papa-para-os-12-meses-de-2017/
redirecionar,-9,2011-05-17,Nota da CNBB a respeito da decisão do STF,Notícias,539,fonte cn,nota-da-cnbb-a-respeito-da-decisao-do-stf,453,https://salvistas.com.br/nota-da-cnbb-a-respeito-da-decisao-do-stf/
redirecionar,-9,2012-02-14,Mensagem do papa,Mundo,2014,ordena[çc][ãa]o votos profiss[ãa]o fonte cn zenit|acidigital|gaudium,mensagem-do-papa,1127,https://salvistas.com.br/mensagem-do-papa/
redirecionar,-9,2012-10-19,Oração para o Dia Nacional de Valorização da Família 2012,Notícias,604,fonte cn,oracao-para-o-dia-nacional-de-valorizacao-da-familia-2012,1744,https://salvistas.com.br/oracao-para-o-dia-nacional-de-valorizacao-da-familia-2012/
redirecionar,-9,2012-10-24,Reta final do Sínodo,Notícias,2217,cn zenit|acidigital|gaudium,reta-final-do-sinodo,1763,https://salvistas.com.br/reta-final-do-sinodo/
redirecionar,-9,2012-10-30,Dia Mundial do Migrante e do Refugiado de 2013,Notícias,1918,testemunho cn zenit|acidigital|gaudium,dia-mundial-do-migrante-e-do-refugiado-de-2013,1775,https://salvistas.com.br/dia-mundial-do-migrante-e-do-refugiado-de-2013/
redirecionar,-9,2012-12-11,Bento XVI,Notícias,564,cn zenit|acidigital|gaudium (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi,1849,https://salvistas.com.br/bento-xvi/
redirecionar,-9,2013-09-28,Papa Francisco aos catequistas,Mundo,534,news\.va|rádio vaticano|radio vaticano audiência (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-aos-catequistas,2097,https://salvistas.com.br/papa-francisco-aos-catequistas/
redirecionar,-9,2013-11-26,“Evangelii gaudium” – A Alegria do Evangelho,Artigos,600,zenit|acidigital|gaudium,evangelii-gaudium-a-alegria-do-evangelho,2131,https://salvistas.com.br/evangelii-gaudium-a-alegria-do-evangelho/
redirecionar,-9,2013-12-12,Boa notícia para todo o povo!,Artigos,1092,zenit|acidigital|gaudium,boa-noticia-para-todo-o-povo,2141,https://salvistas.com.br/boa-noticia-para-todo-o-povo/
redirecionar,-9,2014-01-01,Homilia do Papa Francisco,Mundo,810,votos fonte news\.va|rádio vaticano|radio vaticano homilia do papa,homilia-do-papa-francisco,2152,https://salvistas.com.br/homilia-do-papa-francisco/
redirecionar,-9,2015-01-05,Papa Francisco criará 15 novos cardeais,Mundo,461,testemunho news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-criara-15-novos-cardeais,2431,https://salvistas.com.br/papa-francisco-criara-15-novos-cardeais/
redirecionar,-9,2015-01-19,PROJETO DE INICIATIVA POPULAR,Notícias,431,fonte cn,projeto-de-iniciativa-popular,2457,https://salvistas.com.br/projeto-de-iniciativa-popular/
redirecionar,-9,2015-01-30,CONTRIBUIÇÃO DO POVO,Notícias,525,fonte cn,contribuicao-do-povo,2489,https://salvistas.com.br/contribuicao-do-povo/
redirecionar,-9,2015-01-30,Carmelita pregará Exercícios Espirituais da Quaresma à Cúria,Mundo,260,testemunho fonte news\.va|rádio vaticano|radio vaticano audiência,carmelita-pregara-exercicios-espirituais-da-quaresma-a-curia,2483,https://salvistas.com.br/carmelita-pregara-exercicios-espirituais-da-quaresma-a-curia/
redirecionar,-9,2015-03-04,Comunicado da CNBB sobre as manifestações sociais,Notícias,155,fonte cn,comunicado-da-cnbb-sobre-as-manifestacoes-sociais,2511,https://salvistas.com.br/comunicado-da-cnbb-sobre-as-manifestacoes-sociais/
redirecionar,-9,2016-06-27,Você conhece a mensagem do Quadro de Nossa Senhora do Perpétuo Socorro?,Artigos,622,fonte zenit|acidigital|gaudium,voce-conhece-a-mensagem-do-quadro-de-nossa-senhora-do-perpetuo-socorro,2855,https://salvistas.com.br/voce-conhece-a-mensagem-do-quadro-de-nossa-senhora-do-perpetuo-socorro/
redirecionar,-9,2017-06-13,Jornada de Oração pelo Brasil,Notícias,561,fonte cn,jornada-de-oracao-pelo-brasil,2904,https://salvistas.com.br/jornada-de-oracao-pelo-brasil/
redirecionar,-10,2011-03-12,Papa expressa tristeza por tragédia no Japão,Mundo,153,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-expressa-tristeza-por-tragedia-no-japao,357,https://salvistas.com.br/papa-expressa-tristeza-por-tragedia-no-japao/
redirecionar,-10,2011-03-30,Trabalho Escravo,Notícias,454,cn audiência,trabalho-escravo,384,https://salvistas.com.br/trabalho-escravo/
redirecionar,-10,2011-04-12,CNBB lança site Lectionautas Brasil,Notícias,419,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-lanca-site-lectionautas-brasil-2,388,https://salvistas.com.br/cnbb-lanca-site-lectionautas-brasil-2/
redirecionar,-10,2011-07-12,"CNBB promove, em outubro, Congresso",Notícias,241,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-promove-em-outubro-congresso,659,https://salvistas.com.br/cnbb-promove-em-outubro-congresso/
redirecionar,-10,2011-08-24,Senado Federal e sociedade civil,Salvistas,620,cn audiência,senado-federal-e-sociedade-civil,888,https://salvistas.com.br/senado-federal-e-sociedade-civil/
redirecionar,-10,2011-09-07,"CNBB, OAB e ABI",Notícias,416,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-oab-e-abi,939,https://salvistas.com.br/cnbb-oab-e-abi/
redirecionar,-10,2011-11-10,Ficha Limpa,Notícias,396,cn audiência,ficha-limpa,1079,https://salvistas.com.br/ficha-limpa/
redirecionar,-10,2012-08-23,CNBB promove missa para parlamentares,Notícias,107,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-promove-missa-para-parlamentares,1485,https://salvistas.com.br/cnbb-promove-missa-para-parlamentares/
redirecionar,-10,2012-09-05,CNBB divulgará notícias,Notícias,143,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-divulgara-noticias,1651,https://salvistas.com.br/cnbb-divulgara-noticias/
redirecionar,-10,2012-09-12,Novo Código Penal,Notícias,883,cn audiência,novo-codigo-penal,1661,https://salvistas.com.br/novo-codigo-penal/
redirecionar,-10,2012-11-22,CNBB promove missa voltada a parlamentares,Notícias,148,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-promove-missa-voltada-a-parlamentares,1830,https://salvistas.com.br/cnbb-promove-missa-voltada-a-parlamentares/
redirecionar,-10,2013-02-27,O Papa na última audiência pública,Notícias,588,cn audiência,o-papa-na-ultima-audiencia-publica,1943,https://salvistas.com.br/o-papa-na-ultima-audiencia-publica/
redirecionar,-10,2013-04-13,Dom Enemesio Angelo Lazzaris,Notícias,1021,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-enemesio-angelo-lazzaris,1999,https://salvistas.com.br/dom-enemesio-angelo-lazzaris/
redirecionar,-10,2013-04-18,Bispos dão panorama geral da JMJ,Notícias,1010,cn (papa|bento xvi|card|dom |cnbb|bispo),bispos-dao-panorama-geral-da-jmj,2012,https://salvistas.com.br/bispos-dao-panorama-geral-da-jmj/
redirecionar,-10,2013-04-29,CNBB cria o Regional Norte 3,Notícias,341,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-cria-o-regional-norte-3,2025,https://salvistas.com.br/cnbb-cria-o-regional-norte-3/
redirecionar,-10,2013-05-06,CNBB na TV,Notícias,304,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-na-tv,2028,https://salvistas.com.br/cnbb-na-tv/
redirecionar,-10,2013-08-06,CNBB entrega mais de 865 mil assinaturas para o Comitê Saúde +10,Notícias,319,cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-entrega-mais-de-865-mil-assinaturas-para-o-comite-saude-10,2074,https://salvistas.com.br/cnbb-entrega-mais-de-865-mil-assinaturas-para-o-comite-saude-10/
redirecionar,-10,2013-09-18,Dom Jaime Splenger,Mundo,260,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-jaime-splenger,2091,https://salvistas.com.br/dom-jaime-splenger/
redirecionar,-10,2013-10-11,50 anos da Sacrosanctum Concilium,Salvistas,696,fonte cn,50-anos-da-sacrosanctum-concilium,2105,https://salvistas.com.br/50-anos-da-sacrosanctum-concilium/
